input_row_key,input_company_name,input_country,input_city,n_candidates,chosen_veridion_id,chosen_company_name,chosen_country,chosen_city,chosen_website,match_score,runner_up_score,score_gap,distinctive_token_overlap,confidence_tier,review_action,review_note
496,TATA COMMUNICATIONS INTERNATIONAL PTE. LTD.,SG,Singapore,5,2b145a02-93e5-11eb-8859-29e7c34dee35,TATA COMMUNICATIONS DIGO,SG,,tatacommunications-ts.com,108.0,95.0,13.0,True,incredere_ridicata_automat,,
497,"TATA CONSULTANCY SERVICES LIMITED, FILIAL AF TATA CONSULTANCY SERVICES LTD.,INDIEN",DK,Copenhagen,5,022d980b-f3c6-11ed-b085-2f3146c45f0c,Tata Consultancy Services Chile S.A.,CL,Casablanca,,69.5,66.9,2.6,True,incredere_medie_de_verificat,,
498,TATA CONSULTANCY SERVICES SVERIGE AB,SE,,5,10c653c0-1305-11ec-8f9c-7d4fb00617e4,Tata Consultancy Services Ltd.,US,,websitewalas.com,88.1,87.4,0.7,True,incredere_ridicata_automat,,
499,TCT MOBILE INTERNATIONAL LTD.,HK,Hong Kong Island,5,9aa73fcc-2bbb-11ef-90fc-49e996ebd993,Mobile Tech International HK Co Ltd.,HK,Kwai Chung,,82.3,68.8,13.5,True,incredere_ridicata_automat,,
500,TD SYNNEX Denmark ApS,DK,Viborg Municipality,5,,,,,,45.9,43.0,2.9,False,nerezolvat_nu_e_in_esantion,nerezolvat,Niciunul dintre cei 5 candidati nu are legatura cu TD SYNNEX (distribuitor IT); firma reala nu e in esantion
501,TEALIUM INC.,US,San Diego,5,e99d2a75-93e4-11eb-9937-4fab995bf8ff,TEALIUM,US,San Diego,tealium.com,111.0,111.0,0.0,True,incredere_ridicata_automat,,
502,"TEAM INTERNATIONAL SERVICES, INC.",US,Lake Mary,5,2d63c842-93e5-11eb-b997-8dd98d09cf25,TEAM International,US,Lake Mary,teaminternational.com,111.0,71.5,39.5,True,incredere_ridicata_automat,,
503,TECH MAHINDRA (THAILAND) COMPANY LIMITED,TH,,5,466e6160-1a57-11ee-b283-e93ffb37649e,SNK Tech Thailand Company Limited,TH,Mueang Samut Prakan District,,86.3,86.0,0.3,True,incredere_ridicata_automat,,
504,Tech Mahindra Ict Services (Malaysia) Sdn. Bhd.,MY,Cyberjaya,5,f299bc06-0aee-11ef-b572-d11295d15c52,Tech Mahindra,MY,Cyberjaya,,88.1,65.9,22.2,True,incredere_ridicata_automat,,
505,Tecnotree Oyj,FI,Espoo,5,bd9ea750-93e4-11eb-be5a-4f810ab55f2e,Tecnotree,FI,Espoo,tecnotree.com,111.0,92.9,18.1,True,incredere_ridicata_automat,,
506,TELECOM EQUIPMENT PTE LTD,SG,Singapore,5,04a78940-19a9-11ee-aec0-a1af3c434505,Telecom Equipment Pte Ltd.,SG,Singapore,,111.0,87.0,24.0,True,incredere_ridicata_automat,,
507,Telekom Malaysia Berhad,MY,Kuala Lumpur,5,19c2e92e-93e5-11eb-9937-4fab995bf8ff,Telekom Malaysia,MY,Cyberjaya,tm.com.my,106.1,100.4,5.7,True,incredere_ridicata_automat,,
508,TELENOR SHARED SERVICES DENMARK A/S,DK,Aalborg,5,ae58acc6-a69d-11ef-9c3d-63bcbb690cc4,Company Shared Services International,DK,Copenhagen,cssi.dk,86.4,85.8,0.6,True,incredere_ridicata_automat,,
509,TELENOR ASA,NO,Bærum,5,18792b00-93e5-11eb-8859-29e7c34dee35,Telenor,NO,Bærum,telenor.com,111.0,100.0,11.0,True,incredere_ridicata_automat,,
510,TELENOR BROADCAST HOLDING AS,NO,Bærum,5,342de933-93e5-11eb-9937-4fab995bf8ff,Telenor Satellite,NO,Bærum,spacenorway.com,111.0,89.6,21.4,True,incredere_ridicata_automat,,
511,Telenor Connexion AB,SE,Solna,5,f0d7e780-93e4-11eb-8e19-198fb02d6f96,Telenor Connexion,SE,,telenorconnexion.com,108.0,90.2,17.8,True,incredere_ridicata_automat,,
512,TELENOR D.O.O. BEOGRAD,RS,Belgrade,5,9ca9c0c6-aa7c-11ec-a638-89115c56d9b3,Yettel,RS,Belgrade,yettel.rs,99.2,75.4,23.8,True,incredere_ridicata_automat,,
513,TELENOR DANMARK HOLDING A/S,DK,Copenhagen,5,bb9fa300-93e4-11eb-a33a-a3dfba582839,Telenor,DK,Aalborg,telenor.dk,91.0,73.8,17.2,True,incredere_ridicata_automat,,
514,TELENOR DIGITAL AS,NO,Bærum,5,0e5f5346-ef74-11ee-a589-df5b398caaa4,Telenor Towers,NO,Bærum,telenortowers.com,83.8,78.6,5.2,True,incredere_ridicata_automat,,
515,TELENOR FIBER AS,NO,Bærum,5,78faeff0-93e4-11eb-90d2-e3355a7e800b,Telefiber,NO,Tokke,telefiber.no,105.0,88.9,16.1,True,incredere_ridicata_automat,,
516,TELENOR GLOBAL SHARED SERVICES PAKISTAN (PRIVATE) LIMITED,PK,Islamabad,5,abe940fa-ce1c-11ed-9c53-b50761487d8b,SHAReD SERVICES,PK,Karachi Division,sharedservices.com.pk,88.8,71.9,16.9,True,incredere_ridicata_automat,,
517,TELENOR GO PTE. LTD.,SG,Singapore,5,f8dd5135-0c43-11ee-b94f-ebf23e82ffaf,Telenor Asia,SG,Singapore,telenorasia.com,89.8,84.0,5.8,True,incredere_ridicata_automat,,
518,TELENOR LDI COMMUNICATIONS (PVT.) LIMITED,PK,Islamabad,5,00d19d70-5e13-11ef-904a-b5358eb47b36,Telenor Franchise Brainz Communication,PK,,,79.8,69.1,10.7,True,incredere_medie_de_verificat,,
519,TELENOR GLOBAL SERVICES AS,NO,Bærum,5,d4d3de9b-2d28-11ed-abd0-cb4d1b9ef28b,Telenor Linx,NO,Bærum,telenorlinx.com,111.0,98.3,12.7,True,incredere_ridicata_automat,,
520,Telenor Magyarorszag Zrt.,HU,Törökbálint,5,41a62211-019e-11ec-bb98-9fc5b7a8d1a3,GegeStore,HU,Debrecen,gegestore.hu,106.3,88.3,18.0,True,incredere_ridicata_automat,,
521,TELENOR NORGE AS,NO,Bærum,5,f78e0b4a-93e4-11eb-9937-4fab995bf8ff,Telenor Norges,NO,Bærum,telenor.no,111.0,111.0,0.0,True,incredere_ridicata_automat,,
522,TELENOR PAKISTAN,PK,Islamabad,5,b69c114f-93e4-11eb-b4a6-27899be4e45d,Telenor Pakistan,PK,Islamabad,telenor.com.pk,111.0,89.3,21.7,True,incredere_ridicata_automat,,
523,TELENOR PROCUREMENT COMPANY PTE. LTD.,SG,Singapore,5,f8dd5135-0c43-11ee-b94f-ebf23e82ffaf,Telenor Asia,SG,Singapore,telenorasia.com,74.9,69.8,5.1,True,incredere_medie_de_verificat,,
524,TELENOR REAL ESTATE AS,NO,Bærum,5,28771ae9-f634-11ed-a280-516b3ed52aaf,Real Estate AS,NO,Oslo,,91.7,87.9,3.8,True,incredere_ridicata_automat,,
525,Telenor Shared Services AS,NO,Bærum,5,d4d3de9b-2d28-11ed-abd0-cb4d1b9ef28b,Telenor Linx,NO,Bærum,telenorlinx.com,97.2,87.3,9.9,True,incredere_ridicata_automat,,
526,TELENOR SOFTWARE LAB AS,NO,Bærum,5,dbe2248f-aba6-11ef-b6d6-0b609ebb973a,Telenor Software Lab AS TSL,NO,Bærum,minepapir.no,111.0,69.6,41.4,True,incredere_ridicata_automat,,
527,TELENOR SVALBARD AS,NO,,5,474357e4-17e8-11ec-b872-5febabff3ecb,Svalbard,NO,Oslo,svalbard.money,91.3,91.3,0.0,True,incredere_ridicata_automat,,
528,TELETEAMET A/S,DK,Odense Kommune,5,a84b4151-0da2-11ec-9b20-fda7bd57cf2c,Teleteamet A/S.,DK,Odense,teleteamet.dk,108.6,57.3,51.3,True,incredere_ridicata_automat,,
529,Teliti Teknik Sdn Bhd,MY,Shah Alam,5,bdf9ef01-b77a-11ed-be56-5737ab22b0ef,TELITI TEKNIK,MY,Sungai Buloh,telititeknik.com.my,107.3,88.8,18.5,True,incredere_ridicata_automat,,
530,Textilia Group A/S,DK,Egedal Municipality,5,82f1b671-106e-11ee-96a3-3bc9ea359402,Textilia,DK,Ballerup,textilia.dk,106.8,95.5,11.3,True,incredere_ridicata_automat,,
531,Thailife Insurance Public Company Limited,TH,Bangkok,5,22d880ae-93e5-11eb-8e19-198fb02d6f96,Thai Life Insurance,TH,Bangkok,thailife.com,92.3,91.5,0.8,True,incredere_ridicata_automat,,
532,SETEC CARD A/S,DK,Ballerup,5,01c5112c-003d-11ec-898f-a3255f04c287,SETEC,AT,Kindberg,setec-gmbh.at,70.6,70.0,0.6,True,incredere_medie_de_verificat,,
533,GEMALTO NORGE AS,NO,Oslo,5,88ebf1ce-3a02-11ee-94b5-fd90c5a93d00,Gemalto Norge AS,NO,Oslo,,111.0,85.0,26.0,True,incredere_ridicata_automat,,
534,Thales DIS Sweden AB,SE,Stockholm,5,2cb447a0-1769-11ec-9256-c99cfa2847dc,DIS of Sweden,SE,Gothenburg,dis-sweden.org,83.1,74.7,8.4,True,incredere_ridicata_automat,,
535,TIETOEVRY NORWAY AS,NO,Bærum,5,6f4c5255-03a6-11ec-9097-bf5acc5341db,TietoEVRY,NO,Mo I Rana,evrycard.no,91.9,88.4,3.5,True,incredere_ridicata_automat,,
536,TIETOEVRY TECH SERVICES NORWAY AS,NO,Bærum,5,8dfb5f3d-93e4-11eb-a33a-a3dfba582839,Negotia,NO,Bærum,negotiaevry.org,73.3,65.1,8.2,True,incredere_medie_de_verificat,,
537,TINEX GROUP AS,NO,Oslo,5,e8cae664-93e4-11eb-b89f-536884b3e7dd,TINEX Group,NO,Oslo,tinexgroup.no,111.0,111.0,0.0,True,incredere_ridicata_automat,,
538,Tm Technology Services Sdn. Bhd.,MY,Kuala Lumpur,5,2fc4267e-93e5-11eb-b4a6-27899be4e45d,TM One,MY,Kuala Lumpur,tmone.com.my,111.0,86.8,24.2,True,incredere_ridicata_automat,,
539,Tongyu Communication Inc.,CN,Guzhen,5,2b94d4a1-93e5-11eb-b89f-536884b3e7dd,Tongyu Communication,CN,Guandong,tongyucom.com,107.6,107.4,0.2,True,incredere_ridicata_automat,,
540,Tp Link International Ltd.,HK,Kowloon,5,9b456c4c-6524-11ee-a195-0fabad2ce190,LINK KYC,HK,Hong Kong Island,linkkyc.com,93.5,76.1,17.4,True,incredere_ridicata_automat,,
541,TPM DATA ApS,DK,Smørumnedre,5,712e21b9-f0b1-11ee-8297-17c39b32c1d5,TPM Data,,,tpmdata.com,90.0,50.1,39.9,True,incredere_ridicata_automat,,
542,"Tradium, Erhvervsskole og - gymnasier, Randers S/I",DK,Randers,5,77adc9aa-92f2-11ef-840e-3d3003770a6f,Tradium - EUD10 Randers,DK,Randers,,75.4,74.5,0.9,True,incredere_medie_de_verificat,,
543,TRANSMODE SYSTEMS AB,SE,Stockholm,5,7422ed1e-5e29-11ef-90a8-8b966e020cd1,TRANSMODE SYSTEMS AB.,SE,Stockholm,,111.0,95.6,15.4,True,incredere_ridicata_automat,,
544,TREND MICRO (SINGAPORE) PTE. LTD.,SG,Singapore,5,632cf219-f877-11ed-8243-7fb917643c11,Trend Micro Incorporated,SG,,,92.4,90.4,2.0,True,incredere_ridicata_automat,,
545,Trifork A/S,DK,Aarhus,5,0bbb730a-93e5-11eb-be3a-7f925cb94351,Trifork Academy,DK,Aarhus,triforkacademy.dk,111.0,95.2,15.8,True,incredere_ridicata_automat,,
546,True Move H Universal Communication Co Ltd,TH,Bangkok,5,4c667ccb-13c6-11ec-9836-ef7b0600cc53,True Move H Universal Communication Company Limited,TH,Khon Kaen,truemove-h.com,108.0,82.9,25.1,True,incredere_ridicata_automat,,
547,TRUSTZONE A/S,DK,Copenhagen,5,8b944a32-93e4-11eb-86dd-ffbd1b53140e,TRUSTZONE,DK,Copenhagen,trustzone.com,111.0,90.9,20.1,True,incredere_ridicata_automat,,
548,TT DOTCOM SDN. BHD.,MY,Shah Alam,5,71e8b500-c72b-11ec-983a-3be7dc024fc3,OUM,,,oum.edu.my.w3snoop.com,100.0,79.7,20.3,True,incredere_ridicata_automat,,
549,TT-NETVAERKET P/S,DK,Copenhagen,5,f1ca36c3-93e4-11eb-9937-4fab995bf8ff,TT Network,DK,Copenhagen,tt-network.dk,95.2,43.8,51.4,False,verificat_manual,corectat,Confirmat corect: denumirea legala a 'TT Network' e chiar 'TT-Netvaerket P/S' - potrivire exacta. Semnalarea de mai devreme a fost o alarma falsa
550,TUTELA TECHNOLOGIES LTD.,CA,Victoria,5,b1838057-ce0f-11ed-b2df-d7a15060e09c,Reward,,,reward-game.com,100.0,85.0,15.0,True,incredere_ridicata_automat,,
551,TXO SYSTEMS LTD,GB,Chepstow,5,a4e5eb10-93e4-11eb-be3a-7f925cb94351,TXO Systems,GB,Chepstow,txo.com,111.0,111.0,0.0,True,incredere_ridicata_automat,,
552,UIPATH SRL,RO,Bucharest,5,fbd80a51-3243-11ec-9985-d11c4bd35db5,UiPath Foundation,RO,Bucharest,uipathfoundation.com,111.0,93.3,17.7,True,incredere_ridicata_automat,,
553,Unit Trust Of Pakistan,PK,Saddar Town,5,,,,,,75.5,60.1,15.4,False,nerezolvat_nu_e_in_esantion,nerezolvat,Niciun candidat nu e o firma de investitii care sa corespunda cu inputul
554,"UNITED INFORMATION HIGHWAY CO., LTD.",TH,Chatuchak District,5,2950b10d-93e5-11eb-919a-b3f9a5ad205c,UIH,TH,Chatuchak,uih.co.th,109.0,78.0,31.0,True,incredere_ridicata_automat,,
555,Ur Consult ApS,DK,Kongens Lyngby,5,,,,,,63.4,61.5,1.9,False,nerezolvat_nu_e_in_esantion,nerezolvat,"Exista candidati numiti 'Urconsult', dar in Suedia/Franta, nu aceeasi firma din Danemarca"
556,UTEL AS,NO,Grimstad,5,e5d58700-d139-11ec-90aa-d5cfd1428197,Utel AS,NO,Grimstad,utel.tech,111.0,100.0,11.0,True,incredere_ridicata_automat,,
557,VANTIVA TECHNOLOGIES,FR,Paris,5,0330dd63-93e5-11eb-a746-fdabd18be9c6,Vantiva,FR,Issy-les-Moulineaux,vantiva.com,81.9,75.9,6.0,True,incredere_ridicata_automat,,
558,Vertiv (Malaysia) Sdn. Bhd.,MY,Petaling Jaya,5,6eb19357-93e4-11eb-91fb-73d498260b10,Vertiv,US,Princeton,vertivsl.com,72.8,72.2,0.6,True,incredere_medie_de_verificat,,
559,"VERTIV (THAILAND) CO., LTD.",TH,Chatuchak,5,446bc740-93e5-11eb-be5a-4f810ab55f2e,Vertiv,IN,Hyderabad,vertivgeo.com,72.6,72.3,0.3,True,incredere_medie_de_verificat,,
560,Vertiv Energy Private Limited,IN,Thane,5,3dab2b4c-b0d3-11ef-95f9-0de7499436cf,Vertiv Energy Private Limited,IN,Pune,,107.7,107.7,0.0,True,incredere_ridicata_automat,,
561,VERTIV (SINGAPORE) PTE. LTD.,SG,Singapore,5,0177ce7e-efa2-11ee-afe5-53dfa9f2c516,VERTIV,,,vertivgrandcup.com,77.3,72.3,5.0,True,incredere_medie_de_verificat,,
562,Viaplay Group AB (publ),SE,Stockholm,5,13a5169e-046f-11ec-be0e-8390c0fe521b,Viaplay,SE,Stockholm,viaplay.ee,97.8,97.8,0.0,True,incredere_ridicata_automat,,
563,VIRTUAL WORLD (PVT.) LIMITED,PK,,5,,,,,,90.1,83.2,6.9,False,nerezolvat_nu_e_in_esantion,nerezolvat,"'Virtualworld' e o firma din Ucraina, alta companie; 'Tracking/Tape World' s-au potrivit doar pe cuvantul generic 'World'"
564,MV-NORDIC A/S,DK,Odense Kommune,5,387071d4-9f86-11ec-bb62-ef8222f30268,Mv-nordic Danmark,DK,Odense,,87.4,45.5,41.9,True,incredere_ridicata_automat,,
565,VOXOGO ApS,DK,Copenhagen,5,ed5cca83-93e4-11eb-8859-29e7c34dee35,Voxogo Aps. Store Kongensgade,DK,Copenhagen,voxogo.com,111.0,56.3,54.7,True,incredere_ridicata_automat,,
566,WATCHDATA TECHNOLOGIES PTE LTD,SG,Singapore,5,f3e108dc-93e4-11eb-8e19-198fb02d6f96,Watchdata,SG,Singapore,xunlehongbei.com,111.0,100.0,11.0,True,incredere_ridicata_automat,,
567,WATEEN SOLUTIONS (PVT.) LIMITED,PK,Lahore,5,1d164ec2-0207-11ef-9c4a-0fa9a82a1312,Wateen electronics,PK,Lahore,,81.7,78.5,3.2,True,incredere_ridicata_automat,,
568,Waystream AB,SE,Stockholms Kommun,5,c179226e-93e4-11eb-9937-4fab995bf8ff,Waystream,SE,Stockholm,waystream.com,109.2,100.0,9.2,True,incredere_ridicata_automat,,
569,WIDEROE AS,NO,Bodø,5,12bfb6c1-93e5-11eb-b89f-536884b3e7dd,Wideroe Technical,NO,Bodø,wideroetechnical.com,90.2,85.3,4.9,True,incredere_ridicata_automat,,
570,Wilke Markedsanalyse A/S,DK,Odense Kommune,5,01eb8c25-93e5-11eb-b4a6-27899be4e45d,Wilke A S Aarhus,DK,Odense,wilke.dk,82.3,66.0,16.3,True,incredere_ridicata_automat,,
571,WIPRO LIMITED,IN,Doddakannelli,5,5a30b0b8-9cca-11ec-ac22-475e7d6ca13b,Wipro Limited,IN,New Delhi,,107.2,106.4,0.8,True,incredere_ridicata_automat,,
572,WIPRO LIMITED (SINGAPORE BRANCH),SG,Singapore,5,f5b10fd3-0321-11ee-b9c7-d945c48165b4,Wipro Limited Singapore Branch,SG,Singapore,,111.0,89.6,21.4,True,incredere_ridicata_automat,,
573,Wire & Wireless Co Ltd,TH,Huai,5,727be343-ba6f-11eb-a6d9-7794e56e1994,Wire & Wireless,TH,Suan Luang,ww.co.th,106.7,91.5,15.2,True,incredere_ridicata_automat,,
574,WOODLANDS TRANSPORT SOLUTIONS PTE. LTD.,SG,Singapore,5,3a3d6cb0-93e5-11eb-8ad6-7326edce8d21,Woodlands Transport,SG,Singapore,woodlandstransport.com.sg,100.6,92.6,8.0,True,incredere_ridicata_automat,,
575,WORKDAY LIMITED,IE,Dublin,5,8c15d642-93e4-11eb-8474-3bbe2d07207d,Workday,IE,Dublin,workday.github.io,111.0,110.1,0.9,True,incredere_ridicata_automat,,
576,WTW REAL ESTATE SDN. BHD.,MY,Kuala Lumpur,5,b80b9753-17de-11ee-b9eb-93f77cdb42f2,WTW Real Estate Sdn. Bhd.,MY,Johor Bahru,,106.6,103.9,2.7,True,incredere_ridicata_automat,,
577,XIT SOFTWARE ApS,DK,Gentofte Municipality,5,ae1ecc30-0c00-11ec-882c-e7dd96ffa691,xIT Software,DK,Gentofte Municipality,xit-software.dk,111.0,92.9,18.1,True,incredere_ridicata_automat,,
578,Yangtze Optical Fibre And Cable Joint Stock Ltd.,CN,Wuhan,5,c9fbf78c-8b5f-11ec-9e94-331f9459c7f5,Yangtze Optical Fibre and Cable Joint Stock,CN,Wuhan,yofc.com.cn,111.0,111.0,0.0,True,incredere_ridicata_automat,,
579,YINDA TECHNOLOGY (THAILAND) COMPANY LIMITED,TH,,5,e26d008f-4dae-11ee-820a-3797d6fca93c,Yinda Infocomm,TH,Huai Khwang,yinda.co.th,108.0,88.3,19.7,True,incredere_ridicata_automat,,
580,ZALARIS HR SERVICES DANMARK A/S,DK,Høje-Taastrup Municipality,5,1965cb44-f87f-11ed-ab94-9d382b3b5926,Zalaris HR Services Danmark A/S.,DK,Taastrup,zalaris.dk,107.8,73.5,34.3,True,incredere_ridicata_automat,,
581,Zalaris HR Services Finland Oy,FI,,5,28b4ac6a-b989-11ec-9415-2f89cc4d8f8b,Zalaris,SE,Solna,,78.4,73.7,4.7,True,incredere_medie_de_verificat,,
582,ZALARIS HR SERVICES NORWAY AS,NO,Lødingen,5,28b4ac6a-b989-11ec-9415-2f89cc4d8f8b,Zalaris,SE,Solna,,85.2,77.2,8.0,True,incredere_ridicata_automat,,
583,Zalaris HR Services Sverige AB,SE,Solna,5,12e5a0a4-f5c3-11ed-88cc-c9466c597c9c,Zalaris HR Services Sverige AB.,SE,Karlskrona,zalaris.se,108.2,91.9,16.3,True,incredere_ridicata_automat,,
584,ZENDATA ApS,DK,Ølstykke,5,ae69fbe1-93e4-11eb-be3a-7f925cb94351,Zendata,DK,Hillerød,zendata.dk,106.5,83.9,22.6,True,incredere_ridicata_automat,,
585,ZHONGXING TELECOM PAKISTAN (PRIVATE) LIMITED,PK,,5,4d56b450-e160-11eb-affd-256fd8cf1b98,Lahore Warehouse pko3,PK,Lahore,ztewarehouse.webs.com,108.0,108.0,0.0,True,incredere_ridicata_automat,,
586,ZIFF DAVIS IRELAND LIMITED,IE,Dublin 2,5,6ac40f09-b5a6-11ef-b1e0-ebdf69cc9c4f,Ziff Davis,US,New York,zyzvpn.pages.dev,78.5,78.5,0.0,True,incredere_medie_de_verificat,,
587,Zte (Malaysia) Corporation Sdn. Bhd.,MY,Kuala Lumpur,5,9d0ddc95-93e4-11eb-8e19-198fb02d6f96,ZTE,MY,Petaling Jaya,ztedevices.com.my,106.9,84.6,22.3,True,incredere_ridicata_automat,,
588,Zte (Thailand) Co Ltd,TH,Sathon District,5,3a1f7b24-683a-11ee-92e5-016d0f508b74,ZTE Thailand,TH,Sathon,,108.4,108.4,0.0,True,incredere_ridicata_automat,,
589,Zte Corporation,CN,Shenzhen,5,a68dcec0-93e4-11eb-9937-4fab995bf8ff,ZTE,CN,Shenzhen,zte.com.cn,111.0,106.5,4.5,True,incredere_ridicata_automat,,
590,Z.T.E. CORPORATION BANGLADESH LTD.,BD,Dhaka,5,3a852200-1b06-11ec-ae98-5d8c88c64981,ZTE Corporation Bangladesh Limited,BD,Dhaka,,94.6,42.7,51.9,True,incredere_ridicata_automat,,
591,ZTE NORWAY AS,NO,Bærum,5,,,,,,77.2,47.7,29.5,False,nerezolvat_nu_e_in_esantion,nerezolvat,Niciunul dintre cei 5 candidati nu are legatura cu ZTE (echipamente telecom)
